target_gene	experiment_type	cell_line	gene_silencing_series	experiment_id	experiment_doi	sample_id	rin	read_depth	bio_rep	tech_rep	sex	age	life_stage	gene_quantification_id	file_format	output_type	genome_annotation	mapped_run_type	lab	assay	cellosaurus	biosample	document	biosample_alias	nucleic_acid_type	extraction_method	fragmentation_method	size_selection_method	strand_specificity	Splicing_regulation	Spliceosome	Exon_junction_complex	NMD
XPO1	case	HepG2	ENCSR807REK	ENCSR438UOT	10.17989/ENCSR438UOT	ENCFF437GMP	NA	13320431	1	1_1	male	15	child	ENCFF810WCJ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB537CRC	/documents/1f05f37a-0908-4db8-b024-32c40335db8c/	XPO1-BGHLV37-93C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO1	case	HepG2	ENCSR807REK	ENCSR438UOT	10.17989/ENCSR438UOT	ENCFF007UNE	NA	44071971	2	2_1	male	15	child	ENCFF640UGR	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB108JIX	/documents/442f26b9-0cb2-4f86-b0a9-4d757ddf6c19/	XPO1-BGHLV37-94C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO1	control	HepG2	ENCSR807REK	ENCSR225PRV	10.17989/ENCSR225PRV	ENCFF085MQH	9.6	21601625	2	2_1	male	15	child	ENCFF881HQM	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO1	control	HepG2	ENCSR807REK	ENCSR225PRV	10.17989/ENCSR225PRV	ENCFF560WIR	10	14279264	1	1_1	male	15	child	ENCFF255EQI	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO1	case	K562	ENCSR587VGW	ENCSR629XTS	10.17989/ENCSR629XTS	ENCFF825MGY	8.8	24448877	1	1_1	female	53	adult	ENCFF949TQM	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB055IDC	/documents/bc25021f-9515-4518-a359-86d88ee6d533/	XPO1-BGKLV38-119C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO1	case	K562	ENCSR587VGW	ENCSR629XTS	10.17989/ENCSR629XTS	ENCFF628QLI	8.9	23341695	2	2_1	female	53	adult	ENCFF214OLK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB130WZH	/documents/941adeff-8fce-4dac-b34f-f24a108b26a7/	XPO1-BGKLV38-120C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO1	control	K562	ENCSR587VGW	ENCSR260BQC	10.17989/ENCSR260BQC	ENCFF059NNE	9.2	25433077	2	2_1	female	53	adult	ENCFF416LPZ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO1	control	K562	ENCSR587VGW	ENCSR260BQC	10.17989/ENCSR260BQC	ENCFF607DWM	9.7	18523362	1	1_1	female	53	adult	ENCFF767DNH	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO5	case	HepG2	ENCSR879UEK	ENCSR778RWJ	10.17989/ENCSR778RWJ	ENCFF973GYX	9.2	26201850	1	1_1	male	15	child	ENCFF398SFF	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB135EUE	/documents/01c58f3e-3bc5-4727-894b-9c640ff4152e/	XPO5-BGHLV22-57	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO5	case	HepG2	ENCSR879UEK	ENCSR778RWJ	10.17989/ENCSR778RWJ	ENCFF907UDB	9.2	21729382	2	2_1	male	15	child	ENCFF042EVS	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB426FZR	/documents/0cec8b99-c117-4838-9226-c9c273c6adc1/	XPO5-BGHLV22-58	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO5	control	HepG2	ENCSR879UEK	ENCSR279HMU	10.17989/ENCSR279HMU	ENCFF931LCX	9.8	22115805	1	1_1	male	15	child	ENCFF154UWD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO5	control	HepG2	ENCSR879UEK	ENCSR279HMU	10.17989/ENCSR279HMU	ENCFF931YGM	9.9	22166478	2	2_1	male	15	child	ENCFF029QJN	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO5	case	K562	ENCSR562QHN	ENCSR453HKS	10.17989/ENCSR453HKS	ENCFF769NGO	9.9	28341347	2	2_1	female	53	adult	ENCFF767OCD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB647HVA	/documents/1e9d823f-3e2b-4bbc-b888-3148b02cdd30/	XPO5_BGKLV28-62	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO5	case	K562	ENCSR562QHN	ENCSR453HKS	10.17989/ENCSR453HKS	ENCFF316ZPA	9.8	29325345	1	1_1	female	53	adult	ENCFF724QJC	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB234FFX	/documents/dbfe3801-650a-4233-8906-edf0d5dccaf2/	XPO5_BGKLV28-61	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO5	control	K562	ENCSR562QHN	ENCSR164MUK	10.17989/ENCSR164MUK	ENCFF183FSH	10	45850583	2	2_1	female	53	adult	ENCFF356NMC	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XPO5	control	K562	ENCSR562QHN	ENCSR164MUK	10.17989/ENCSR164MUK	ENCFF068WUR	10	32211116	1	1_1	female	53	adult	ENCFF599EYE	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XRN1	case	HepG2	ENCSR786TDX	ENCSR676SDU	10.17989/ENCSR676SDU	ENCFF360XTN	9.2	35006177	1	1_1	male	15	child	ENCFF951FUD	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB415PXJ	/documents/cb55eaef-65d8-4bd0-8ec1-028b2923a8b8/	XRN1-BGHLV37-99C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XRN1	case	HepG2	ENCSR786TDX	ENCSR676SDU	10.17989/ENCSR676SDU	ENCFF769ICN	9.6	30335643	2	2_1	male	15	child	ENCFF792DUX	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB328NIU	/documents/852d6a8c-3bdf-434e-baea-699e77424b94/	XRN1-BGHLV37-100C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XRN1	control	HepG2	ENCSR786TDX	ENCSR225PRV	10.17989/ENCSR225PRV	ENCFF085MQH	9.6	21601625	2	2_1	male	15	child	ENCFF881HQM	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XRN1	control	HepG2	ENCSR786TDX	ENCSR225PRV	10.17989/ENCSR225PRV	ENCFF560WIR	10	14279264	1	1_1	male	15	child	ENCFF255EQI	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XRN1	case	K562	ENCSR375PNW	ENCSR949RMX	10.17989/ENCSR949RMX	ENCFF831OHO	9.1	33849393	1	1_1	female	53	adult	ENCFF300XCO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB302IVR	/documents/573896c6-87c2-4eca-9c87-95993fd42c7f/	XRN1-BGKLV38-129C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XRN1	case	K562	ENCSR375PNW	ENCSR949RMX	10.17989/ENCSR949RMX	ENCFF577CPP	9.2	26735042	2	2_1	female	53	adult	ENCFF069KGK	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB256CZL	/documents/706ac582-64cd-44e5-830e-b8179f5b7bf7/	XRN1-BGKLV38-130C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XRN1	control	K562	ENCSR375PNW	ENCSR260BQC	10.17989/ENCSR260BQC	ENCFF059NNE	9.2	25433077	2	2_1	female	53	adult	ENCFF416LPZ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
XRN1	control	K562	ENCSR375PNW	ENCSR260BQC	10.17989/ENCSR260BQC	ENCFF607DWM	9.7	18523362	1	1_1	female	53	adult	ENCFF767DNH	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YBX3	case	HepG2	ENCSR996HAN	ENCSR494VSD	10.17989/ENCSR494VSD	ENCFF611FYD	9.8	22838792	2	2_1	male	15	child	ENCFF369BJG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB928XWK	/documents/0804b0ae-2106-4aa9-b1aa-22ac606105af/	CSDA-30-BGHLV20-10_17711	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YBX3	case	HepG2	ENCSR996HAN	ENCSR494VSD	10.17989/ENCSR494VSD	ENCFF370KTD	10	19650849	1	1_1	male	15	child	ENCFF930LRB	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB808KKO	/documents/1b2f4858-c041-4f39-8938-1ff73bbadf15/	CSDA-30-BGHLV20-9_17710	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YBX3	control	HepG2	ENCSR996HAN	ENCSR305XWT	10.17989/ENCSR305XWT	ENCFF857QEU	9.9	22724294	1	1_1	male	15	child	ENCFF570CRU	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YBX3	control	HepG2	ENCSR996HAN	ENCSR305XWT	10.17989/ENCSR305XWT	ENCFF894JVP	9.8	21954182	2	2_1	male	15	child	ENCFF505VMT	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YBX3	case	K562	ENCSR571TRS	ENCSR306EIU	10.17989/ENCSR306EIU	ENCFF242LPH	9.9	16546395	1	1_1	female	53	adult	ENCFF775XDQ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB057EUN	/documents/19a949b7-1676-4783-b928-bc5b11efb355/	CSDA_BGKLV24_11_17602	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YBX3	case	K562	ENCSR571TRS	ENCSR306EIU	10.17989/ENCSR306EIU	ENCFF547DIS	9.8	20295144	2	2_1	female	53	adult	ENCFF137HCB	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB646XGP	/documents/62d94811-7a35-4f50-a515-b82b48766447/	CSDA_BGKLV24_12_17603	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YBX3	control	K562	ENCSR571TRS	ENCSR667PLJ	10.17989/ENCSR667PLJ	ENCFF554WDW	9.7	16099743	1	1_1	female	53	adult	ENCFF096IBO	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YBX3	control	K562	ENCSR571TRS	ENCSR667PLJ	10.17989/ENCSR667PLJ	ENCFF439DBK	9.8	14209825	2	2_1	female	53	adult	ENCFF096FXH	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YTHDC2	case	HepG2	ENCSR542FEC	ENCSR289HOV	10.17989/ENCSR289HOV	ENCFF147UIK	9.8	17259672	1	1_1	male	15	child	ENCFF563TMM	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB034XYV	/documents/afd1fe5a-bb03-40a4-8d91-b70a907353da/	YTHDC2-BGHLV37-105C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YTHDC2	case	HepG2	ENCSR542FEC	ENCSR289HOV	10.17989/ENCSR289HOV	ENCFF551RGY	9.7	11566436	2	2_1	male	15	child	ENCFF666SFW	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB048MFZ	/documents/65edc6e2-8ac3-4a0f-93f8-80aa07e079bf/	YTHDC2-BGHLV37-106C	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YTHDC2	control	HepG2	ENCSR542FEC	ENCSR225PRV	10.17989/ENCSR225PRV	ENCFF085MQH	9.6	21601625	2	2_1	male	15	child	ENCFF881HQM	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YTHDC2	control	HepG2	ENCSR542FEC	ENCSR225PRV	10.17989/ENCSR225PRV	ENCFF560WIR	10	14279264	1	1_1	male	15	child	ENCFF255EQI	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YTHDC2	case	K562	ENCSR355AGS	ENCSR843LYF	10.17989/ENCSR843LYF	ENCFF893OLJ	9.9	44905782	1	1_1	female	53	adult	ENCFF527BNA	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB416MCW	/documents/bad6bb6d-c582-4e1c-8490-871ba4a204fa/	YTHDC2_BGKLV28-63	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YTHDC2	case	K562	ENCSR355AGS	ENCSR843LYF	10.17989/ENCSR843LYF	ENCFF092MDR	9.8	43310641	2	2_1	female	53	adult	ENCFF905RJQ	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB387AAL	/documents/52250e6d-90da-46c2-8a36-7a8ea995e5ba/	YTHDC2_BGKLV28-64	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YTHDC2	control	K562	ENCSR355AGS	ENCSR164MUK	10.17989/ENCSR164MUK	ENCFF183FSH	10	45850583	2	2_1	female	53	adult	ENCFF356NMC	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
YTHDC2	control	K562	ENCSR355AGS	ENCSR164MUK	10.17989/ENCSR164MUK	ENCFF068WUR	10	32211116	1	1_1	female	53	adult	ENCFF599EYE	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	0	0	0	0
ZRANB2	case	HepG2	ENCSR663OZZ	ENCSR081QQH	10.17989/ENCSR081QQH	ENCFF119AGP	9.6	23722519	1	1_1	male	15	child	ENCFF768UXV	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB745TJJ	/documents/a0130b2b-8f1c-4f0f-add1-1fae35a60e87/	ZRANB2_27_BGHLV14-71	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
ZRANB2	case	HepG2	ENCSR663OZZ	ENCSR081QQH	10.17989/ENCSR081QQH	ENCFF127UYS	9.5	24589801	2	2_1	male	15	child	ENCFF718YZN	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	ENCLB042LJY	/documents/c4095a24-624a-4bbf-b174-0862143e2aa5/	ZRANB2_27_BGHLV14-72	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
ZRANB2	control	HepG2	ENCSR663OZZ	ENCSR491FOC	10.17989/ENCSR491FOC	ENCFF055FJV	9.4	27706727	1	1_1	male	15	child	ENCFF803IXT	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
ZRANB2	control	HepG2	ENCSR663OZZ	ENCSR491FOC	10.17989/ENCSR491FOC	ENCFF566QZD	9.5	24857892	2	2_1	male	15	child	ENCFF412VND	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
ZRANB2	case	K562	ENCSR148OZB	ENCSR850PWM	10.17989/ENCSR850PWM	ENCFF276CWG	9.2	21178259	1	1_1	female	53	adult	ENCFF125BTS	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB140GUC	/documents/142a304b-02b9-4441-b699-061ecdcadfcf/	ZRANB2_BGKLV13_11	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
ZRANB2	case	K562	ENCSR148OZB	ENCSR850PWM	10.17989/ENCSR850PWM	ENCFF818JUG	9.6	22030389	2	2_1	female	53	adult	ENCFF271SZG	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	ENCLB013QNK	/documents/a63c5740-9789-4eb4-9ca3-0ddbee1e0b61/	ZRANB2_BGKLV13_12	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
ZRANB2	control	K562	ENCSR148OZB	ENCSR815CVQ	10.17989/ENCSR815CVQ	ENCFF775PQE	9.5	21164790	1	1_1	female	53	adult	ENCFF035LMI	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
ZRANB2	control	K562	ENCSR148OZB	ENCSR815CVQ	10.17989/ENCSR815CVQ	ENCFF397FHE	9.3	22138396	2	2_1	female	53	adult	ENCFF592ASF	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0004	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	1	0	0	0
CIRBP	case	HepG2	ENCSR106SDF	ENCSR230ORC	NA	ENCFF005KRH	9.1	31919254	1	1_1	male	15	child	NA	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	NA	NA	NA	0
CIRBP	case	HepG2	ENCSR106SDF	ENCSR230ORC	NA	ENCFF214IWO	9.2	29318891	2	2_1	male	15	child	NA	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	NA	NA	NA	0
CIRBP	control	HepG2	ENCSR106SDF	ENCSR237YZT	NA	ENCFF335ETY	8.9	35639393	2	2_1	male	15	child	NA	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	NA	NA	NA	0
CIRBP	control	HepG2	ENCSR106SDF	ENCSR237YZT	NA	ENCFF745CDS	8.9	33482597	1	1_1	male	15	child	NA	bam	alignments	V29	paired-ended	Brenton Graveley, UConn	shRNA knockdown followed by RNA-seq	Cellosaurus:CVCL_0027	NA	NA	NA	polyadenylated mRNA	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	chemical (Illumina TruSeq)	SPRI beads	reverse	NA	NA	NA	0
